feature,importance
desc_emb_471,0.00032069738825342864
desc_emb_496,0.0003184531333096028
desc_emb_207,0.00031682880710201853
desc_emb_380,0.0003145739088721651
desc_emb_405,0.0003123357506776896
desc_emb_250,0.00031112014581710325
genre_Comedy,0.0003039719313179344
genre_Animation,0.0001738050278142896
genre_Crime,0.00011897995028568361
genre_Adventure,4.1554363619678396e-05
genre_History,3.951396351918686e-05
genre_Film-Noir,3.55186361604099e-05
genre_Mystery,3.27375742814275e-05
genre_Fantasy,3.009816977695328e-05
genre_Musical,2.1197067875410923e-05
genre_War,1.9854936540833044e-05
genre_Family,1.1009655031753115e-05
genre_Music,6.547273510637199e-06
genre_Sport,4.632993873140163e-06
genre_Western,1.6319636676722553e-06
genre_Adult,0.0
genre_News,0.0
genre_Reality-TV,0.0
genre_Documentary,0.0
